timestamp,cpu,instance,util,util_roll_mean,util_roll_std,util_roll_z,util_diff_1,util_pct_change,hour,dow
2025-08-14 21:54:01+00:00,0.0,ctdev9306.clonetab.com,1.0,0.34988888888894715,0.5630131322065055,-0.5761657492001937,-0.9758333333331393,-0.9758333333331393,21,3
2025-08-14 21:55:01+00:00,0.0,ctdev9306.clonetab.com,0.024166666666860737,0.34988888888894715,0.5630131322065055,-0.5761657492001937,-0.9758333333331393,-0.9758333333331393,21,3
2025-08-14 21:56:01+00:00,0.0,ctdev9306.clonetab.com,0.02549999999998065,0.34988888888894715,0.5630131322065055,-0.5761657492001937,0.0013333333331199126,0.0551724137838292,21,3
2025-08-14 21:57:01+00:00,0.0,ctdev9306.clonetab.com,0.024500000000019395,0.2685416666667152,0.48763921801308474,-0.5004553625865134,-0.000999999999961254,-0.03921568627302008,21,3
2025-08-14 21:58:01+00:00,0.0,ctdev9306.clonetab.com,0.02549999999998065,0.21993333333336826,0.43607092950062426,-0.44587546594149796,0.000999999999961254,0.04081632652899847,21,3
2025-08-14 21:59:01+00:00,0.0,ctdev9306.clonetab.com,0.026333333333119935,0.1876666666666602,0.39796119297126625,-0.40539965235050546,0.0008333333331392856,0.032679738554506566,21,3
2025-08-14 22:00:01+00:00,0.0,ctdev9306.clonetab.com,0.027666666666724904,0.1648095238095266,0.36828621403703726,-0.37238117581343394,0.001333333333604969,0.050632911403130754,22,3
2025-08-14 22:01:01+00:00,0.0,ctdev9306.clonetab.com,0.04366666666658903,0.1496666666666594,0.3436463205838165,-0.30845666188254733,0.015999999999864123,0.5783132530059196,22,3
2025-08-14 22:02:01+00:00,0.0,ctdev9306.clonetab.com,0.021333333333313886,0.13540740740739882,0.32428557278431475,-0.3517704151218977,-0.02233333333327514,-0.511450381678966,22,3
2025-08-14 22:03:01+00:00,0.0,ctdev9306.clonetab.com,0.017166666666647235,0.12358333333332365,0.3080172879748145,-0.3454892545527678,-0.004166666666666652,-0.1953125000001773,22,3
2025-08-14 22:04:01+00:00,0.0,ctdev9306.clonetab.com,0.021333333333313886,0.1142878787878682,0.2938326818948102,-0.316351951360917,0.004166666666666652,0.24271844660221564,22,3
2025-08-14 22:05:01+00:00,0.0,ctdev9306.clonetab.com,0.01900000000023283,0.10634722222223192,0.28150562419999126,-0.3102858756991863,-0.0023333333330810557,-0.10937499998827416,22,3
2025-08-14 22:06:01+00:00,0.0,ctdev9306.clonetab.com,0.019500000000213458,0.024638888888916383,0.006820510264536155,-0.7534452929379877,0.000499999999980627,0.026315789472342033,22,3
2025-08-14 22:07:01+00:00,0.0,ctdev9306.clonetab.com,0.02533333333315868,0.024736111111107878,0.006821482085617167,0.08755008648474738,0.005833333332945223,0.2991452991221215,22,3
2025-08-14 22:08:01+00:00,0.0,ctdev9306.clonetab.com,0.023166666666414426,0.024541666666644025,0.0068309770512050925,-0.20128862636140227,-0.0021666666667442547,-0.08552631579312597,22,3
2025-08-14 22:09:01+00:00,0.0,ctdev9306.clonetab.com,0.024166666666860737,0.024513888888880803,0.006831839575536121,-0.05082404379385343,0.0010000000004463105,0.04316546764563456,22,3
2025-08-14 22:10:01+00:00,0.0,ctdev9306.clonetab.com,0.020666666666511402,0.0241111111110917,0.006910442008557293,-0.49843981845398855,-0.003500000000349335,-0.14482758622018876,22,3
2025-08-14 22:11:01+00:00,0.0,ctdev9306.clonetab.com,0.021500000000135855,0.02370833333334303,0.006910000438499329,-0.31958465951127635,0.0008333333336244531,0.04032258065955063,22,3
2025-08-14 22:12:01+00:00,0.0,ctdev9306.clonetab.com,0.021333333333313886,0.023180555555558775,0.00682148208562794,-0.2707944536264672,-0.0001666666668219685,-0.00775193799167051,22,3
2025-08-14 22:13:01+00:00,0.0,ctdev9306.clonetab.com,0.021833333333294513,0.021361111111117565,0.002221148730556137,0.21260174506245783,0.000499999999980627,0.023437499999113154,22,3
2025-08-14 22:14:01+00:00,0.0,ctdev9306.clonetab.com,0.018000000000271688,0.02108333333336405,0.002424100374544045,-1.2719442833424253,-0.003833333333022826,-0.17557251907005988,22,3
2025-08-14 22:15:01+00:00,0.0,ctdev9306.clonetab.com,0.019999999999708917,0.021319444444452523,0.0021278081068810263,-0.6200926857783248,0.0019999999994372297,0.11111111107816907,22,3
2025-08-14 22:16:01+00:00,0.0,ctdev9306.clonetab.com,0.017000000000310433,0.0209583333333689,0.002466057459461348,-1.6051196482366579,-0.002999999999398484,-0.14999999997210733,22,3
2025-08-14 22:17:01+00:00,0.0,ctdev9306.clonetab.com,0.0194999999997284,0.020999999999993534,0.002433976668709766,-0.6162728907057939,0.002499999999417968,0.14705882349248922,22,3
2025-08-14 22:18:01+00:00,0.0,ctdev9306.clonetab.com,0.021333333333313886,0.021152777777751902,0.002388374974010936,0.07559734193887852,0.0018333333335854851,0.09401709403133429,22,3
2025-08-14 22:19:01+00:00,0.0,ctdev9306.clonetab.com,0.023166666666899483,0.020972222222230302,0.002109183064250496,1.0404189554117362,0.0018333333335855961,0.08593750001190315,22,3
2025-08-14 22:20:01+00:00,0.0,ctdev9306.clonetab.com,0.018499999999767147,0.02058333333334303,0.002097978825345149,-0.9930145043709392,-0.004666666667132335,-0.2014388489389397,22,3
2025-08-14 22:21:01+00:00,0.0,ctdev9306.clonetab.com,0.022500000000096998,0.020444444444446052,0.0018833847315743429,1.0914098469059073,0.004000000000329851,0.21621621623676734,22,3
2025-08-14 22:22:01+00:00,0.0,ctdev9306.clonetab.com,0.018333333333430346,0.02025000000002263,0.001976503391480422,-0.9697210627835342,-0.004166666666666652,-0.1851851851843862,22,3
2025-08-14 22:23:01+00:00,0.0,ctdev9306.clonetab.com,0.01966666666655026,0.02009722222222383,0.0019416466162619672,-0.22174649835997673,0.0013333333331199126,0.07272727271524682,22,3
2025-08-14 22:24:01+00:00,0.0,ctdev9306.clonetab.com,0.017499999999806004,0.01977777777776484,0.0020329772829605283,-1.1204092603283928,-0.0021666666667442547,-0.11016949153002098,22,3
2025-08-14 22:25:01+00:00,0.0,ctdev9306.clonetab.com,0.016833333333488576,0.019361111111114344,0.0020851002608062736,-1.2122993326253753,-0.0006666666663174281,-0.03809523807570392,22,3
2025-08-14 22:26:01+00:00,0.0,ctdev9306.clonetab.com,0.019833333333372116,0.019513888888872715,0.00204304478330242,0.15635627938622726,0.0029999999998835403,0.17821782177361634,22,3
2025-08-14 22:27:01+00:00,0.0,ctdev9306.clonetab.com,0.020666666666511402,0.019569444444439588,0.0020663957952271866,0.5309810031534403,0.0008333333331392856,0.04201680671282304,22,3
2025-08-14 22:28:01+00:00,0.0,ctdev9306.clonetab.com,0.017166666666647235,0.01958333333330099,0.0020480342879551487,-1.1799875036231045,-0.0034999999998641673,-0.16935483870437718,22,3
2025-08-14 22:29:01+00:00,0.0,ctdev9306.clonetab.com,0.02216666666693834,0.019805555555568483,0.002178676891359919,1.0837312698457877,0.005000000000291105,0.2912621359396175,22,3
2025-08-14 22:30:01+00:00,0.0,ctdev9306.clonetab.com,0.018833333333410973,0.01959722222224324,0.002138462505127421,-0.35721239669936705,-0.0033333333335273663,-0.1503759398565344,22,3
2025-08-14 22:31:01+00:00,0.0,ctdev9306.clonetab.com,0.01966666666655026,0.01930555555554747,0.0018227425963494761,0.19811306906159623,0.0008333333331392856,0.0442477876001337,22,3
2025-08-14 22:32:01+00:00,0.0,ctdev9306.clonetab.com,0.01916666666656963,0.019361111111114344,0.0018060411157857733,-0.10766275818285105,-0.000499999999980627,-0.0254237288127247,22,3
2025-08-14 22:33:01+00:00,0.0,ctdev9306.clonetab.com,0.027166666666744277,0.019750000000001617,0.0027820673949558814,2.6658735951018624,0.008000000000174645,0.41739130435905114,22,3
2025-08-14 22:34:01+00:00,0.0,ctdev9306.clonetab.com,0.023500000000058252,0.020180555555553942,0.002938303583085276,1.1297107509603657,-0.003666666666686025,-0.1349693251537012,22,3
2025-08-14 22:35:01+00:00,0.0,ctdev9306.clonetab.com,0.02200000000011637,0.020375000000017785,0.002978140054141524,0.5456407402436965,-0.0014999999999418812,-0.0638297872314112,22,3
2025-08-14 22:36:01+00:00,0.0,ctdev9306.clonetab.com,0.02383333333321691,0.02090277777780203,0.002983505440562504,0.9822491667287511,0.0018333333331005397,0.08333333332231097,22,3
2025-08-14 22:37:01+00:00,0.0,ctdev9306.clonetab.com,0.027333333333081078,0.02177777777776807,0.003212454718710461,1.7293748077467148,0.0034999999998641673,0.14685314684816486,22,3
2025-08-14 22:38:01+00:00,0.0,ctdev9306.clonetab.com,0.02816666666670542,0.022472222222212512,0.003627778164489613,1.5696739132214599,0.000833333333624342,0.030487804888976733,22,3
2025-08-14 22:39:01+00:00,0.0,ctdev9306.clonetab.com,0.025833333333624364,0.02290277777780526,0.0036998896607544625,0.7920635218581905,-0.0023333333330810557,-0.08284023667731999,22,3
2025-08-14 22:40:01+00:00,0.0,ctdev9306.clonetab.com,0.026499999999941792,0.023680555555579807,0.003348796205640288,0.8419252328227548,0.0006666666663174281,0.02580645159909367,22,3
2025-08-14 22:41:01+00:00,0.0,ctdev9306.clonetab.com,0.02566666666631745,0.023972222222194733,0.0033573628820588405,0.504693551668778,-0.000833333333624342,-0.03144654089155363,22,3
2025-08-14 22:42:01+00:00,0.0,ctdev9306.clonetab.com,0.024500000000019395,0.0244444444444121,0.0029416319710744393,0.018885899831991904,-0.0011666666662980552,-0.04545454544080241,22,3
2025-08-14 22:43:01+00:00,0.0,ctdev9306.clonetab.com,0.023833333333701967,0.024791666666674744,0.0025456687319503537,-0.37645493948034686,-0.0006666666663174281,-0.02721088433946528,22,3
2025-08-14 22:44:01+00:00,0.0,ctdev9306.clonetab.com,0.0226666666664338,0.02508333333333009,0.0019803325911599765,-1.2203275724533795,-0.001166666667268168,-0.0489510489755296,22,3
2025-08-14 22:45:01+00:00,0.0,ctdev9306.clonetab.com,0.025833333333624364,0.024972222222236762,0.0018880717186383167,0.45607724649155257,0.0031666666671905652,0.1397058823774897,22,3
2025-08-14 22:46:01+00:00,0.0,ctdev9306.clonetab.com,0.023333333333236284,0.024958333333334932,0.001900458477366453,-0.8550523302288437,-0.0025000000003880807,-0.09677419356231931,22,3
